Rceipt;tangga;Net;Cust
UMWFAACFm015571;13/05/2024;32000;6B800000A470
UMWFAACFn015665;14/05/2024;11000;6B85735656787
UMWFAACFn015687;14/05/2024;39000;6B8000004806
UMWFAACFn015690;14/05/2024;16000;6B800000A9B6
UMWFAACFn015695;14/05/2024;56000;6B85B5A58003B
UMWFAACFn015716;14/05/2024;24000;6B896746654B3
UMWFAACFn015721;14/05/2024;25000;6B8BA56987A7B
UMWFAACFn015733;14/05/2024;11000;6B8BA55B80658
UMWFAACFn015734;14/05/2024;14000;6B89534A603093
UMWFAACFn015739;14/05/2024;14000;6B85B48887BB9
UMWFAACFn015747;14/05/2024;34000;6B8BA488B8B4B
UMWFAACFn015760;14/05/2024;26000;6B80000083A3
UMWFAACFn015777;14/05/2024;36000;6B8A349403660
UMWFAACFo015787;15/05/2024;16000;6B87704B75374
UMWFAACFo015800;15/05/2024;29000;6B8000004BB5
UMWFAACFo015814;15/05/2024;65000;6B8BA54B6A348
UMWFAACFo015827;15/05/2024;13000;6B8969AAAB687
UMWFAACFo015842;15/05/2024;12000;6B878973A338A
UMWFAACFo015846;15/05/2024;27000;6B8AB570A973
UMWFAACFo015854;15/05/2024;27000;6B8AB570A973
UMWFAACFo015855;15/05/2024;15000;6B8BB55000A97
UMWFAACFo015869;15/05/2024;24000;6B85A79787765
UMWFAACFo015877;15/05/2024;27000;6B8000003A07
UMWFAACFo015884;15/05/2024;32000;6B877A6955657
UMWFAACFo015888;15/05/2024;14000;6B800000A0A6
UMWFAACFo015895;15/05/2024;13000;6B8AB53987A74
UMWFAACFo015910;15/05/2024;25000;6B8AB5073B6B6
UMWFAACFo015916;15/05/2024;13000;6B800000455B
UMWFAACFp015920;16/05/2024;14000;6B87880B93083
UMWFAACFp015922;16/05/2024;53000;6B85B5A709690
UMWFAACFp015932;16/05/2024;58000;6B800000504B
UMWFAACFp015972;16/05/2024;26000;6B8000B638
UMWFAACFp015975;16/05/2024;27000;6B8BB545946B5
UMWFAACFp015989;16/05/2024;34000;6B8A64565780
UMWFAACFp016001;16/05/2024;35000;6B8533B6B7B55
UMWFAACFp016010;16/05/2024;25000;6B8BA59390033
UMWFAACFp016011;16/05/2024;39000;6B8BA58A77AB3
UMWFAACFp016015;16/05/2024;22000;6B853486BB0A3
UMWFAACFp016017;16/05/2024;13000;6B8AB53987A74
UMWFAACFp016025;16/05/2024;14000;6B89534A603093
UMWFAACFq016043;17/05/2024;13000;6B85735656787
UMWFAACFq016067;17/05/2024;16000;6B800000A9B6
UMWFAACFq016075;17/05/2024;13000;6B800000894A
UMWFAACFq016080;17/05/2024;13000;6B8BA5407A973
UMWFAACFq016091;17/05/2024;26000;6B800000B45B
UMWFAACFq016108;17/05/2024;13000;6B80000008A8
UMWFAACFq016110;17/05/2024;15000;6B8BB55000A97
UMWFAACFr016142;18/05/2024;14000;6B8BA55673559
UMWFAACFr016153;18/05/2024;27000;6B8BB545946B5
UMWFAACFr016162;18/05/2024;13000;6B85B5AA0B33A
UMWFAACFr016171;18/05/2024;13000;6B85754863B00
UMWFAACFr016172;18/05/2024;12000;6B8AB5466AB66
UMWFAACFr016196;18/05/2024;13000;6B878A60B40B0
UMWFAACFr016200;18/05/2024;13000;6B85753B68A64
UMWFAACFr016209;18/05/2024;16000;6B8000003B06
UMWFAACFr016252;18/05/2024;13000;6B8AB53987A74
UMWFAACFr016253;18/05/2024;26000;6B853486BB0A3
UMWFAACFr016279;18/05/2024;25000;6B800000006B4
UMWFAACFr016280;18/05/2024;17000;6B8584568AB3A
UMWFAACFs016300;19/05/2024;32000;6B85B5A33B566
UMWFAACFs016307;19/05/2024;27000;6B8BB545946B5
UMWFAACFs016329;19/05/2024;10000;6B8AB506865B
UMWFAACFs016355;19/05/2024;26000;6B8AB456A3A66
UMWFAACFs016366;19/05/2024;13000;6B8000003A80
UMWFAACFs016372;19/05/2024;17000;6B89534A603093
UMWFAACFs016405;19/05/2024;32000;6B8575A498773
UMWFAACFs016416;19/05/2024;26000;6B8AB97730077
UMWFAACFs016419;19/05/2024;40000;6B8AB56033736
UMWFAACFs016420;19/05/2024;14000;6B8AB56033736
UMWFAACFs016436;19/05/2024;34000;6B8AB58697676
UMWFAACFs016448;19/05/2024;13000;6B8AB53987A74
UMWFAACFs016463;19/05/2024;26000;6B853486BB0A3
UMWFAACFt016482;20/05/2024;21000;6B85735656787
UMWFAACFt016515;20/05/2024;21000;6B8A64565780
UMWFAACFt016523;20/05/2024;24000;6B8575A47073A
UMWFAACFt016532;20/05/2024;13000;6B8BB99463778
UMWFAACFt016535;20/05/2024;21000;6B853486BB0A3
UMWFAACFt016547;20/05/2024;16000;6B8533B6B7B55
UMWFAACFt016557;20/05/2024;16000;6B859737950A0
UMWFAACFt016558;20/05/2024;21000;6B858B0306449
UMWFAACFt016567;20/05/2024;32000;6B877A6955657
UMWFAACFt016568;20/05/2024;32000;6B85365098399
UMWFAACFt016570;20/05/2024;84000;6B85B4588879A
UMWFAACFt016580;20/05/2024;42000;6B800000A788
UMWFAACFt016581;20/05/2024;21000;6B8A35A3AA968
UMWFAACFu016635;21/05/2024;34000;6B8A349AB3745
UMWFAACFu016637;21/05/2024;28000;6B878973A338A
UMWFAACFu016662;21/05/2024;25000;6B85389669B69
UMWFAACFu016679;21/05/2024;21000;6B853486BB0A3
UMWFAACFu016696;21/05/2024;13000;6B85750756064
UMWFAACFu016697;21/05/2024;27000;6B8BB5BA59058
UMWFAACFu016699;21/05/2024;21000;6B8A34856087A
UMWFAACFv016708;22/05/2024;28000;6B83A59038600
UMWFAACFv016717;22/05/2024;27000;6B8BB545946B5
UMWFAACFv016739;22/05/2024;12000;6B89534A603093
UMWFAACFv016752;22/05/2024;21000;6B8000005940
UMWFAACFv016777;22/05/2024;13000;6B8AA5AB08AA
UMWFAACFw016813;23/05/2024;27000;6B8BB545946B5
UMWFAACFw016832;23/05/2024;11000;6B8577A385B65
UMWFAACFw016834;23/05/2024;21000;6B853486BB0A3
UMWFAACFw016855;23/05/2024;24000;6B8BA50BAABAB
UMWFAACFw016872;23/05/2024;11000;6B8BA55B80658
UMWFAACFw016878;23/05/2024;27000;6B800000A474
UMWFAACFw016882;23/05/2024;63000;6B856544A4084
UMWFAACFw016892;23/05/2024;13000;6B8AB5A0A979
UMWFAACFw016909;23/05/2024;27000;6B878973A338A
UMWFAACFw016914;23/05/2024;15000;6B878973A338A
UMWFAACFx016923;24/05/2024;11000;6B800000B035
UMWFAACFx016932;24/05/2024;21000;6B8A34704044A
UMWFAACFx016949;24/05/2024;25000;6B8575A47073A
UMWFAACFx016960;24/05/2024;25000;6B88B0A95B548B
UMWFAACFx016962;24/05/2024;43000;6B88B4BA038B5
UMWFAACFx016970;24/05/2024;14000;6B89534A603093
UMWFAACFx016977;24/05/2024;21000;6B8A3468A999B
UMWFAACFx016991;24/05/2024;28000;6B800000880B
UMWFAACFx016994;24/05/2024;12000;6B858B8085360
UMWFAACFx017027;24/05/2024;29000;6B8539A879437
UMWFAACFx017033;24/05/2024;21000;6B853486BB0A3
UMWFAACFy017058;25/05/2024;11000;6B800000B980
UMWFAACFy017060;25/05/2024;36000;6B8000006644
UMWFAACFy017065;25/05/2024;30000;6B8570500B399
UMWFAACFy017088;25/05/2024;19000;6B878A49999A9
UMWFAACFy017105;25/05/2024;12000;6B878994A0573
UMWFAACFy017146;25/05/2024;27000;6B8BB545946B5
UMWFAACFy017178;25/05/2024;24000;6B800000A966
UMWFAACFy017187;25/05/2024;29000;6B8BA53469353
UMWFAACFy017207;25/05/2024;30000;6B800000455B
UMWFAACFz017210;26/05/2024;14000;6B858B8085360
UMWFAACFz017214;26/05/2024;26000;6B800000754A
UMWFAACFz017233;26/05/2024;23000;6B89685555539
UMWFAACFz017236;26/05/2024;30000;6B8575A450746
UMWFAACFz017237;26/05/2024;25000;6B895B758BBB0
UMWFAACFz017245;26/05/2024;14000;6B8575A450746
UMWFAACFz017248;26/05/2024;12000;6B83893753037
UMWFAACFz017261;26/05/2024;41000;6B8AB5ABB504
UMWFAACFz017288;26/05/2024;24000;6B8000006775
UMWFAACFz017291;26/05/2024;32000;6B8000007647
UMWFAACFz017296;26/05/2024;12000;6B85B5A33A488
UMWFAACFz017314;26/05/2024;12000;6B8000003A48
UMWFAACFz017323;26/05/2024;28000;6B80000440B
UMWFAACFz017324;26/05/2024;12000;6B80000440B
UMWFAACFz017332;26/05/2024;25000;6B8BA57B3A470
UMWFAACFz017339;26/05/2024;26000;6B8A346879656
UMWFAACFz017348;26/05/2024;24000;6B800000455B
UMWFAACFz017359;26/05/2024;27000;6B8000003A67
UMWFAACFz017381;26/05/2024;42000;6B853893989A3
UMWFAACFz017384;26/05/2024;11000;6B8AB86565554
UMWFAACF0017406;27/05/2024;11000;6B8000000690
UMWFAACF0017408;27/05/2024;24000;6B858B0306449
UMWFAACF0017416;27/05/2024;12000;6B85654773330
UMWFAACF0017431;27/05/2024;86000;6B8000004806
UMWFAACF0017441;27/05/2024;14000;6B89534A603093
UMWFAACF0017469;27/05/2024;13000;6B8000006409
UMWFAACF1017517;28/05/2024;12000;6B8AB53537BA4
UMWFAACF1017524;28/05/2024;10000;6B8AA5060606
UMWFAACF1017547;28/05/2024;46000;6B853487AA664
UMWFAACF1017554;28/05/2024;25000;6B8BB559B676A
UMWFAACF1017562;28/05/2024;13000;6B83A500890A0
UMWFAACF1017568;28/05/2024;43000;6B853893989A3
UMWFAACF1017573;28/05/2024;11000;6B8AB86565554
UMWFAACF2017583;29/05/2024;12000;6B85735656787
UMWFAACF2017586;29/05/2024;18000;6B800009989
UMWFAACF2017596;29/05/2024;10000;6B88B475B746B
UMWFAACF2017617;29/05/2024;12000;6B858B8085360
UMWFAACF2017651;29/05/2024;35000;6B8A349403660
UMWFAACF2017675;29/05/2024;22000;6B853486BB0A3
UMWFAACF3017691;30/05/2024;13000;6B8000007560
UMWFAACF3017697;30/05/2024;26000;6B853868BA986
UMWFAACF3017710;30/05/2024;12000;6B8584987389A
UMWFAACF3017733;30/05/2024;26000;6B85B46797A30
UMWFAACF3017756;30/05/2024;28000;6B85B49330097
UMWFAACF3017761;30/05/2024;15000;6B8A779000673
UMWFAACF4017785;31/05/2024;46000;6B8AB5AAA9305
UMWFAACF4017794;31/05/2024;11000;6B859A06596A6A
UMWFAACF4017807;31/05/2024;28000;6B85365098399
UMWFAACF4017829;31/05/2024;10000;6B87704380538
UMWFAACF4017840;31/05/2024;30000;6B8AB5AB74449
UMWFAACF4017842;31/05/2024;25000;6B89685555539
UMWFAACF4017848;31/05/2024;15000;6B8570500B399
UMWFAACF4017851;31/05/2024;27000;6B8BB545946B5
UMWFAACF4017852;31/05/2024;15000;6B878973A338A
UMWFAACF4017863;31/05/2024;15000;6B88B4B808B08
UMWFAACF4017864;31/05/2024;14000;6B89534A603093
UMWFAACF4017873;31/05/2024;96000;6B8000008036
UMWFAACF4017888;31/05/2024;15000;6B800000455B
UMWFAACF4017889;31/05/2024;22000;6B8A5497AA748
UMWFAACF4017895;31/05/2024;25000;6B896746654B3
UMWFAACF4017898;31/05/2024;12000;6B878A47B0345
UMWFAACF4017901;31/05/2024;11000;6B83A4B3569A3
STLLAACFa010551;01/05/2024;14000;6B85B49884389
STLLAACFa010561;01/05/2024;15000;6B8000004480
STLLAACFa010567;01/05/2024;32000;6B80000097A6
STLLAACFa010573;01/05/2024;24000;6B8AB533AAB60
STLLAACFa010582;01/05/2024;11000;6B8000006905
STLLAACFa010600;01/05/2024;16000;6B8AB5503A990
STLLAACFa010655;01/05/2024;30000;6B8000005B08
STLLAACFa010657;01/05/2024;14000;6B8AB5A4A43A9
STLLAACFb010665;02/05/2024;13000;6B800000A49B
STLLAACFb010668;02/05/2024;22000;6B8000005A38
STLLAACFb010684;02/05/2024;13000;6B8000003985
STLLAACFb010697;02/05/2024;11000;6B8AB39387A68
STLLAACFb010720;02/05/2024;15000;6B88B4B4A5363
STLLAACFb010734;02/05/2024;13000;6B85606646498
STLLAACFc010762;03/05/2024;15000;6B85668948535
STLLAACFc010765;03/05/2024;22000;6B8000005A38
STLLAACFc010766;03/05/2024;17000;6B8000005A38
STLLAACFc010767;03/05/2024;13000;6B858BABBB003
STLLAACFc010768;03/05/2024;30000;6B85650883644
STLLAACFc010773;03/05/2024;11000;6B8AB39387A68
STLLAACFc010776;03/05/2024;90000;6B80000066B9
STLLAACFc010780;03/05/2024;26000;6B8575486B387
STLLAACFc010786;03/05/2024;27000;6B8000009A0A
STLLAACFc010797;03/05/2024;15000;6B83A59334343
STLLAACFc010812;03/05/2024;28000;6B8575086595B
STLLAACFc010813;03/05/2024;11000;6B8000004050
STLLAACFc010819;03/05/2024;15000;6B87765A40006
STLLAACFc010824;03/05/2024;32000;6B8000000909
STLLAACFc010825;03/05/2024;15000;6B8000000909
STLLAACFc010831;03/05/2024;13000;6B85349065B06
STLLAACFc010834;03/05/2024;13000;6B83A59947A70
STLLAACFc010847;03/05/2024;25000;6B800000B867
STLLAACFc010855;03/05/2024;26000;6B8000000660
STLLAACFc010856;03/05/2024;12000;6B8A34870544A
STLLAACFc010857;03/05/2024;26000;6B80000037A6
STLLAACFc010861;03/05/2024;15000;6B878A6353043
STLLAACFd010872;04/05/2024;61000;6B800000B630
STLLAACFd010906;04/05/2024;13000;6B878A4A86000
STLLAACFd010912;04/05/2024;14000;6B8BA4840898A
STLLAACFd010921;04/05/2024;15000;6B88B4B4A5363
STLLAACFd010957;04/05/2024;13000;6B859B34A360B
STLLAACFd010965;04/05/2024;64000;6B8ABB8007899
STLLAACFe011012;05/05/2024;13000;6B8BA5BA7A370
STLLAACFe011030;05/05/2024;13000;6B8000000058
STLLAACFe011049;05/05/2024;26000;6B85938500B77
STLLAACFe011052;05/05/2024;31000;6B8A349443755
STLLAACFe011065;05/05/2024;13000;6B83A59947A70
STLLAACFe011068;05/05/2024;13000;6B8AB39387A68
STLLAACFe011074;05/05/2024;13000;6B85B48986888
STLLAACFe011115;05/05/2024;22000;6B8000000479
STLLAACFe011118;05/05/2024;24000;6B8BB5B776969
STLLAACFe011127;05/05/2024;14000;6B87765848365
STLLAACFf011151;06/05/2024;24000;6B85845509B89
STLLAACFf011171;06/05/2024;37000;6B8000005395
STLLAACFf011172;06/05/2024;13000;6B8BA5497B456
STLLAACFf011173;06/05/2024;11000;6B8A34846750A
STLLAACFf011195;06/05/2024;26000;6B878645355A8
STLLAACFf011210;06/05/2024;13000;6B8565A000078
STLLAACFf011227;06/05/2024;13000;6B8000008759
STLLAACFf011239;06/05/2024;22000;6B8BB564306AB
STLLAACFf011270;06/05/2024;13000;6B800000B547
STLLAACFg011328;07/05/2024;15000;6B895389585558
STLLAACFg011351;07/05/2024;28000;6B800000B05B
STLLAACFg011373;07/05/2024;25000;6B8000005B08
STLLAACFh011412;08/05/2024;67000;6B8BA5A05AB30
STLLAACFh011414;08/05/2024;18000;6B878A4AB5775
STLLAACFh011428;08/05/2024;57000;6B895B0700667
STLLAACFh011438;08/05/2024;13000;6B800000458A
STLLAACFh011439;08/05/2024;16000;6B8875444349
STLLAACFh011441;08/05/2024;36000;6B8000005B08
STLLAACFh011442;08/05/2024;28000;6B88B4B4A5363
STLLAACFh011443;08/05/2024;12000;6B8AA5AB3035
STLLAACFh011468;08/05/2024;177000;6B8A5B04B7387
STLLAACFh011473;08/05/2024;25000;6B800000BAA7
STLLAACFh011493;08/05/2024;10000;6B85348776A79
STLLAACFh011495;08/05/2024;29000;6B85348776A79
STLLAACFi011556;09/05/2024;13000;6B895375907B00
STLLAACFi011558;09/05/2024;11000;6B8AB39387A68
STLLAACFi011559;09/05/2024;13000;6B85933B65907
STLLAACFi011562;09/05/2024;65000;6B87784034AA7
STLLAACFi011563;09/05/2024;11000;6B8875303604
STLLAACFi011564;09/05/2024;15000;6B87765A40006
STLLAACFi011565;09/05/2024;15000;6B87765A40006
STLLAACFi011573;09/05/2024;12000;6B8BAA75A050A
STLLAACFi011581;09/05/2024;51000;6B8A5455758A9
STLLAACFi011616;09/05/2024;32000;6B80000054A9
STLLAACFj011625;10/05/2024;24000;6B8A35AA9408B
STLLAACFj011627;10/05/2024;60000;6B8575A33A000
STLLAACFj011630;10/05/2024;16000;6B8000005783
STLLAACFj011634;10/05/2024;26000;6B878A58555AB
STLLAACFj011642;10/05/2024;56000;6B8AB537A0A9
STLLAACFj011645;10/05/2024;11000;6B8A35AA9408B
STLLAACFj011647;10/05/2024;28000;6B8A35AA9408B
STLLAACFj011664;10/05/2024;11000;6B800000B583
STLLAACFj011665;10/05/2024;11000;6B8BA54ABB698
STLLAACFj011666;10/05/2024;11000;6B8000008598
STLLAACFj011673;10/05/2024;13000;6B8000007465
STLLAACFj011677;10/05/2024;30000;6B85B48B39377
STLLAACFj011708;10/05/2024;26000;6B85BAA6374A4
STLLAACFj011711;10/05/2024;23000;6B85386400400
STLLAACFj011714;10/05/2024;33000;6B8956B3544B4B
STLLAACFj011730;10/05/2024;13000;6B8BA5543A857
STLLAACFk011752;11/05/2024;22000;6B8000009436
STLLAACFk011753;11/05/2024;13000;6B8000009436
STLLAACFk011759;11/05/2024;130000;6B80000066B9
STLLAACFk011795;11/05/2024;13000;6B8575373367B
STLLAACFk011800;11/05/2024;42000;6B8AB560BAB43
STLLAACFl011854;12/05/2024;52000;6B8AB336583A3
STLLAACFl011863;12/05/2024;15000;6B85B45006969
STLLAACFl011869;12/05/2024;16000;6B8000007447
STLLAACFl011877;12/05/2024;22000;6B8BA4900500A
STLLAACFl011885;12/05/2024;13000;6B8000005603
STLLAACFl011887;12/05/2024;15000;6B8A5B04B7387
STLLAACFl011888;12/05/2024;11000;6B8000005777
STLLAACFl011895;12/05/2024;24000;6B853486888B0
STLLAACFl011896;12/05/2024;15000;6B83854908338
STLLAACFl011904;12/05/2024;15000;6B85754A40A79
STLLAACFl011930;12/05/2024;15000;6B80000077B0
STLLAACFm011944;13/05/2024;10000;6B8A348A344B4
STLLAACFm011954;13/05/2024;39000;6B80000057A6
STLLAACFm011959;13/05/2024;12000;6B8953B5950669
STLLAACFm011973;13/05/2024;16000;6B8A9A7975647
STLLAACFm011982;13/05/2024;13000;6B80000007A9
STLLAACFm012007;13/05/2024;13000;6B8000005A38
STLLAACFm012013;13/05/2024;15000;6B88B0A900AB67
STLLAACFn012049;14/05/2024;11000;6B8A34846750A
STLLAACFn012057;14/05/2024;14000;6B8AB504B3598
STLLAACFn012064;14/05/2024;26000;6B8000000445
STLLAACFn012076;14/05/2024;13000;6B80000038B0
STLLAACFn012088;14/05/2024;23000;6B87784034AA7
STLLAACFn012119;14/05/2024;15000;6B87765A40006
STLLAACFn012123;14/05/2024;15000;6B8389A96999B
STLLAACFn012136;14/05/2024;31000;6B8000008447
STLLAACFo012151;15/05/2024;14000;6B8875444349
STLLAACFo012153;15/05/2024;32000;6B8000007447
STLLAACFo012165;15/05/2024;47000;6B8000009A04
STLLAACFo012192;15/05/2024;28000;6B8BA4840898A
STLLAACFo012196;15/05/2024;22000;6B85845509B89
STLLAACFo012203;15/05/2024;28000;6B85349065B06
STLLAACFo012224;15/05/2024;28000;6B83854908338
STLLAACFo012229;15/05/2024;11000;6B8956B3544B4B
STLLAACFp012254;16/05/2024;13000;6B8AB5503A990
STLLAACFp012255;16/05/2024;15000;6B85650883644
STLLAACFp012258;16/05/2024;14000;6B8000008080
STLLAACFp012279;16/05/2024;13000;6B8000000358
STLLAACFp012298;16/05/2024;13000;6B8000000358
STLLAACFp012310;16/05/2024;32000;6B8000000358
STLLAACFp012311;16/05/2024;32000;6B800000B35B
STLLAACFp012323;16/05/2024;12000;6B88B4B4A5363
STLLAACFp012327;16/05/2024;23000;6B08575A4A6885
STLLAACFq012357;17/05/2024;11000;6B800000A34A
STLLAACFq012358;17/05/2024;11000;6B85349063B63
STLLAACFq012360;17/05/2024;26000;6B8BA54B76B34
STLLAACFq012362;17/05/2024;22000;6B8000000A45
STLLAACFq012375;17/05/2024;13000;6B8000006453
STLLAACFq012431;17/05/2024;30000;6B8AB570B9A09
STLLAACFr012439;18/05/2024;53000;6B800000978A
STLLAACFr012457;18/05/2024;393000;6B85345980500
STLLAACFr012465;18/05/2024;72000;6B85345980500
STLLAACFr012496;18/05/2024;39000;6B8000004B4B
STLLAACFr012524;18/05/2024;26000;6B8000007B08
STLLAACFr012527;18/05/2024;13000;6B8000007B08
STLLAACFr012533;18/05/2024;39000;6B85754004869
STLLAACFr012536;18/05/2024;16000;6B8A9980A00A8
STLLAACFr012544;18/05/2024;37000;6B8BA585B8B88
STLLAACFs012571;19/05/2024;13000;6B8000005774
STLLAACFs012603;19/05/2024;13000;6B8000009436
STLLAACFs012605;19/05/2024;11000;6B8000005B90
STLLAACFs012607;19/05/2024;11000;6B8000005B90
STLLAACFs012633;19/05/2024;11000;6B8000005B90
STLLAACFs012635;19/05/2024;11000;6B899878488B
STLLAACFs012643;19/05/2024;22000;6B8000005B90
STLLAACFs012655;19/05/2024;28000;6B83854908338
STLLAACFs012657;19/05/2024;26000;6B8000005B90
STLLAACFs012658;19/05/2024;14000;6B8AB5454BB66
STLLAACFs012664;19/05/2024;24000;6B800000509B
STLLAACFs012665;19/05/2024;195000;6B8000005B90
STLLAACFs012673;19/05/2024;25000;6B8000005B08
STLLAACFs012682;19/05/2024;25000;6B8000005B90
STLLAACFt012687;20/05/2024;45000;6B8BAA75A050A
STLLAACFt012689;20/05/2024;39000;6B8000006453
STLLAACFt012692;20/05/2024;13000;6B8000005B90
STLLAACFt012700;20/05/2024;68000;6B80000066B9
STLLAACFt012736;20/05/2024;21000;6B88B4B4A5363
STLLAACFt012738;20/05/2024;21000;6B8AB500A545A
STLLAACFt012739;20/05/2024;13000;6B80000007A9
STLLAACFt012745;20/05/2024;21000;6B8AB500A545A
STLLAACFt012751;20/05/2024;11000;6B800000A698
STLLAACFt012752;20/05/2024;11000;6B8000005A38
STLLAACFt012757;20/05/2024;21000;6B8000009436
STLLAACFt012772;20/05/2024;13000;6B8AB5004B05A
STLLAACFt012775;20/05/2024;15000;6B85B48B39377
STLLAACFt012776;20/05/2024;21000;6B8000004A94
STLLAACFu012777;21/05/2024;14000;6B800000AB0A
STLLAACFu012799;21/05/2024;11000;6B800000AA57
STLLAACFu012802;21/05/2024;26000;6B8784890B3A6
STLLAACFu012835;21/05/2024;11000;6B8000005A38
STLLAACFu012842;21/05/2024;15000;6B8000004B5B
STLLAACFu012843;21/05/2024;11000;6B83A4A3AA794
STLLAACFv012881;22/05/2024;27000;6B8BA54034907
STLLAACFv012882;22/05/2024;21000;6B8000005A38
STLLAACFv012885;22/05/2024;15000;6B878A6353043
STLLAACFv012893;22/05/2024;12000;6B8BA55A76664
STLLAACFv012913;22/05/2024;15000;6B8BA48808A70
STLLAACFv012919;22/05/2024;45000;6B8A35ABA983A
STLLAACFv012920;22/05/2024;21000;6B8BA48509640
STLLAACFv012921;22/05/2024;13000;6B8B357346B00
STLLAACFv012924;22/05/2024;25000;6B87838007808
STLLAACFv012945;22/05/2024;13000;6B800000A49B
STLLAACFw013002;23/05/2024;37000;6B85389450404
STLLAACFw013024;23/05/2024;21000;6B8000008598
STLLAACFw013025;23/05/2024;27000;6B8BA5BA7A370
STLLAACFw013028;23/05/2024;16000;6B8000008447
STLLAACFw013032;23/05/2024;14000;6B8BA48808A70
STLLAACFw013059;23/05/2024;104000;6B85389AA7653
STLLAACFx013077;24/05/2024;13000;6B8AB567849A8
STLLAACFx013081;24/05/2024;21000;6B8000005A38
STLLAACFx013094;24/05/2024;16000;6B800000A70B
STLLAACFx013115;24/05/2024;12000;6B85849649906
STLLAACFx013122;24/05/2024;12000;6B8BB564306AB
STLLAACFx013138;24/05/2024;38000;6B8A346339685
STLLAACFx013139;24/05/2024;17000;6B8575373367B
STLLAACFy013152;25/05/2024;13000;6B878A6353043
STLLAACFy013154;25/05/2024;28000;6B8575B353885
STLLAACFy013157;25/05/2024;15000;6B8389A96999B
STLLAACFy013165;25/05/2024;25000;6B8A35A9669B9
STLLAACFy013166;25/05/2024;17000;6B85B48508805
STLLAACFy013174;25/05/2024;34000;6B8000008467
STLLAACFy013179;25/05/2024;25000;6B85A005457B0
STLLAACFy013208;25/05/2024;11000;6B8AB39387A68
STLLAACFy013231;25/05/2024;12000;6B8AB58B53A49
STLLAACFy013233;25/05/2024;54000;6B87780796355
STLLAACFz013255;26/05/2024;22000;6B8000005A38
STLLAACFz013280;26/05/2024;27000;6B800000A70B
STLLAACF0013354;27/05/2024;11000;6B85B46776975
STLLAACF0013363;27/05/2024;14000;6B858BB444884
STLLAACF0013370;27/05/2024;12000;6B8575486B387
STLLAACF0013371;27/05/2024;28000;6B85389450404
STLLAACF0013375;27/05/2024;12000;6B895A36B6AB0
STLLAACF0013378;27/05/2024;25000;6B8BA59B56787
STLLAACF0013381;27/05/2024;15000;6B88B4B4A5363
STLLAACF0013383;27/05/2024;12000;6B8BA4840898A
STLLAACF0013384;27/05/2024;52000;6B8A35ABA983A
STLLAACF0013392;27/05/2024;24000;6B8000009436
STLLAACF0013400;27/05/2024;23000;6B8A806555344
STLLAACF0013408;27/05/2024;26000;6B877B347ABB6
STLLAACF0013420;27/05/2024;11000;6B8000005A38
STLLAACF0013423;27/05/2024;62000;6B8BA88A3A064
STLLAACF1013443;28/05/2024;11000;6B8B35B66A970
STLLAACF1013457;28/05/2024;11000;6B8A35AA9408B
STLLAACF1013469;28/05/2024;13000;6B8A7B55B97
STLLAACF1013471;28/05/2024;11000;6B87790008444
STLLAACF1013473;28/05/2024;16000;6B8AB53B683B7
STLLAACF1013490;28/05/2024;30000;6B8000007437
STLLAACF1013511;28/05/2024;63000;6B895378909575
STLLAACF1013513;28/05/2024;28000;6B858B8603536
STLLAACF1013529;28/05/2024;13000;6B895378909575
STLLAACF1013535;28/05/2024;33000;6B800000A386
STLLAACF1013545;28/05/2024;25000;6B8000005B08
STLLAACF2013559;29/05/2024;28000;6B878A6353043
STLLAACF2013579;29/05/2024;13000;6B800000B635
STLLAACF2013581;29/05/2024;28000;6B800000540A
STLLAACF2013582;29/05/2024;26000;6B853864378AA
STLLAACF2013589;29/05/2024;27000;6B895378909575
STLLAACF2013594;29/05/2024;16000;6B8AB5503A990
STLLAACF2013600;29/05/2024;14000;6B8000007998
STLLAACF2013604;29/05/2024;16000;6B80000097A6
STLLAACF2013606;29/05/2024;15000;6B8BB53768965
STLLAACF2013609;29/05/2024;26000;6B877B347ABB6
STLLAACF2013610;29/05/2024;14000;6B8BB564306AB
STLLAACF3013634;30/05/2024;22000;6B8BA5440A997
STLLAACF3013645;30/05/2024;33000;6B8000005A38
STLLAACF3013676;30/05/2024;35000;6B8000008848
STLLAACF3013680;30/05/2024;13000;6B8BB96B35498
STLLAACF3013686;30/05/2024;39000;6B898AAB696B
STLLAACF3013697;30/05/2024;38000;6B8AB58B53A49
STLLAACF3013707;30/05/2024;14000;6B89537B744BB7
STLLAACF3013709;30/05/2024;28000;6B83854908338
STLLAACF3013717;30/05/2024;32000;6B8000008467
STLLAACF3013718;30/05/2024;12000;6B8BA5985A6A6
STLLAACF3013735;30/05/2024;25000;6B8A5BB785408
STLLAACF4013738;31/05/2024;11000;6B878A6353043
STLLAACF4013801;31/05/2024;13000;6B89690B488A5
STLLAACF4013835;31/05/2024;24000;6B8A33078B077
VWWKAACFa005577;01/05/2024;11000;6B895606045A4B
VWWKAACFa005581;01/05/2024;28000;6B888070999B3
VWWKAACFa005601;01/05/2024;13000;6B878ABB65783
VWWKAACFa005605;01/05/2024;12000;6B85A0A57A099
VWWKAACFa005610;01/05/2024;44000;6B877844466B9
VWWKAACFa005611;01/05/2024;22000;6B85B408A7590
VWWKAACFa005613;01/05/2024;11000;6B878550A3036
